SiteName,Lat,Long,LENGTH,UNIT_ID,PHY_IDENT,UNIT_TYPE,BC_CLASS,DETH_CLASS,NRDA_CLASS,GEO_MAPPER,GEO_EDITOR,GEO_MAP_DT,GEO_SOURCE,BIO_MAPPER,BIO_EDITOR,BIO_MAP_DT,BIO_SOURCE,BIO_SLIDE,SCALE,VIDEO_TAPE,VIDEO_DATE,VIDEO_TIME,BASE_MAP,CHART,EXP_CALC,EXP_OBSER,EXP_BIO,EXP_CLASS,ORI,SED_SOURCE,SED_ABUND,SED_DIR,CHNG_TYPE,HAB_CALC,SHORENAME,SM_TOT_PCT,SM1_TYPE,SM1_PCT,SM1_FT,SM2_TYPE,SM2_PCT,SM2_FT,SM3_TYPE,SM3_PCT,SM3_FT,RAMP,PIERDOCK,SLIP_SMALL,SLIP_LARGE,RAILROAD,RIPAR_PCT,RIPAR_FT,ITZ_WIDTH,ZONECOMP,VER_UNIT,GRA_UNIT,SED_UNIT,TRI_UNIT,SAL_UNIT,SPA_UNIT,FUC_UNIT,BAR_UNIT,BMU_UNIT,ULV_UNIT,GCA_UNIT,OYS_UNIT,MUS_UNIT,RED_UNIT,CAL_UNIT,SBR_UNIT,SAR_UNIT,CHB_UNIT,SUR_UNIT,DEN_UNIT,ZOS_UNIT,NER_UNIT,MAC_UNIT,BIO_UNIT,BIOUNITTXT,SHORENORM,FET_NORM,RIGHT_45,LEFT_45,MAX_FET_DI,MAX_FET,EFF_FET,TIDE_RNG,A1_FMTXT,A2_FMTXT,A3_FMTXT,A4_FMTXT,B1_FMTXT,B2_FMTXT,B3_FMTXT,B4_FMTXT,B5_FMTXT,C1_FMTXT,COMMENTS,Shape_Length,distance_to_shore_m
Jorsted Creek,47.522325,-123.048584,2344.322,1135.0,3/2/356/0,L,28.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,WA 1999-5-26,"1:12,000",WA 1999-04,1999.0,19:08:38,T24N_R03W SE,18445,SP,P,X,P,4.0,F,M,X,S,8.0,HOOD CANAL,100.0,RR,90.0,2109.89,CB,10.0,234.43, ,0.0,0.0,2.0,0.0,0.0,0.0,N,10.0,234.43,170.0,A1 A2 B1 B2 C1, , , , ,P, ,P,P, ,P, ,C, , , , , , , , ,P, , ,SAL-P FUC-P BAR-P ULV-P OYS-C ZOS-P,"SALT MARSH (SAL), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), EELGRASS (ZOS)",97.0,2.2,2.4,7.1,43.0,24.8,4.5,2.2,"LANDFILL (FILL); LOW INCLINED CLIFF, RAMP (LIVE TREES, DUNE GRASSES OVERLYING TILL); PERENNIAL RIVER CHANNEL (SAND, PEBBLE)","SEAWALL (RIPRAP, CONCRETE); LOW INCLINED CLIFF, RAMP (FALLEN TREES OVERLYING TILL, SAND)", , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)",AQUACULTURE OVERLYING VENEER OF BEACH WITH WASHOVER CHANNEL OVERLYING DELTA FAN (SAND), , , , ,AQUACULTURE,2344.3069658063328,195.40675245807137
Kat's Corner,47.416943,-123.130313,8293.901,1111.0,3/2/332/0,L,30.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,"WA 1999-5-5,6","1:12,000",WA 1999-03,1999.0,18:09:09,T22N_R04W NE,18445,SP,P,X,P,4.0,A,M,X,S,8.0,HOOD CANAL,100.0,RR,80.0,6635.12,CB,20.0,1658.78, ,0.0,0.0,0.0,9.0,20.0,0.0,N,10.0,829.39,20.0,A1 A2 B1 C1, , , , , , ,P,C, ,P, ,P, , , , ,P, , , ,P, , ,FUC-P BAR-C ULV-P OYS-P SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",114.0,2.3,3.1,3.0,96.0,14.4,5.9,2.2,"LANDFILL (FILL); LOW INCLINED CLIFF, RAMP (DUNE GRASSES, LIVE TREES OVERLYING TILL)","SEAWALL (RIPRAP); WHARF (WOOD, RIPRAP)", , ,"BEACH FACE (VENEER OF PEBBLE OVERLYING SAND); WHARF (WOOD, RIPRAP)", , , , , ,WHARVES,8293.902635618882,89.74840116899227
Kayen Point,48.941187,-125.272428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketron Island,47.167661,-122.63057,1661.756,1530.0,4/2/042/0,L,25.0,66.0,10.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:21:33,T19N_R01E NE,18445,SP,SP,X,SP,4.0,B,M,X,S,6.0,KETRON ISLAND,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,1.0,2.0,0.0,N,50.0,830.88,26.0,A1 B1 B2 C1, , , , , , , ,P, ,C, , , , , ,C, , , , , , , ,BAR-P ULV-C SBR-C,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",74.0,1.4,1.3,15.4,26.0,16.5,4.0,3.0,"STEEP CLIFF OF MODERATE HEIGHT (LIVE TREES OVERLYING TILL); LOW INCLINED CLIFF (LIVE TREES OVERLYING TILL); WHARF (WOOD, RIPRAP)", , , ,BEACH BERM (DUNE GRASSES OVERLYING SAND); WHARF (WOOD),"BEACH FACE (VENEER OF BOULDER, COBBLE, PEBBLE OVERLYING SAND)", , , , , ,1661.765078051686,59.065299856689165
Kellet's Bluff,48.590498,-123.202768,1853.429,6001.0,8/1/466/0,L,3.0,3.0,3.0,Harper,Harper,20000322.0,VP,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1999-11,1999.0,20:55:13,T36N_R04W SW,18423,SE,SP,SP,SP,2.0,X,S,X,S,4.0,HENRY IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,1.0,A1 B1 C1,N, , , , , ,P,C, , , , , ,P, , , , , , , ,C, ,VER-N FUC-P BAR-C RED-P NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), RED ALGAE (RED), KELP (NER)",264.0,12.2,16.0,14.0,192.0,54.1,16.6,1.3,"STEEP CLIFF OF MODERATE HEIGHT (BEDROCK); LOW, STEEP CLIFF (BEDROCK)", , , ,"STEEP CLIFF OF MODERATE HEIGHT (BEDROCK); LOW, STEEP CLIFF (BEDROCK)", , , , , , ,1853.461237033568,24.10517989485022
Keystone Jetty,48.156876,-122.67077,4300.797,3755.0,6/1/068/0,L,25.0,66.0,10.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,20:03:52,T31N_R01E SE,18423,SP,SP,X,SP,4.0,A,M,X,S,6.0,ADMIRALTY BAY,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1, ,P, , , , , , , , , , , , , ,C, , , , , , , ,GRA-P SBR-C,"DUNE GRASS (GRA), KELP (SBR)",154.0,9.3,6.7,4.5,166.0,27.4,9.1,1.3,BEACH BERM (LOGS OVERLYING PEBBLE), , , ,BEACH FACE (PEBBLE), , , , , , ,4300.88628223837,78.30639576887341
Keystone Jetty,48.156876,-122.67077,214.154,3754.0,6/1/067/0,L,25.0,66.0,10.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,20:03:50,T31N_R01E SE,18423,SP,SP,X,SP,4.0,A,M,X,S,6.0,FORT CASEY STATE PRK,100.0,RR,100.0,214.15, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,3.0,A1 B1 C1, , , , , , , ,C, ,P, , , , , ,C, , , , , , , ,BAR-C ULV-P SBR-C,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",233.0,0.2,0.2,8.7,173.0,30.0,7.1,1.3,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP), , , , , , ,214.16267239899162,78.30639576887341
Keystone Jetty - Pilings,48.157998,-122.668452,4300.797,3755.0,6/1/068/0,L,25.0,66.0,10.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,20:03:52,T31N_R01E SE,18423,SP,SP,X,SP,4.0,A,M,X,S,6.0,ADMIRALTY BAY,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1, ,P, , , , , , , , , , , , , ,C, , , , , , , ,GRA-P SBR-C,"DUNE GRASS (GRA), KELP (SBR)",154.0,9.3,6.7,4.5,166.0,27.4,9.1,1.3,BEACH BERM (LOGS OVERLYING PEBBLE), , , ,BEACH FACE (PEBBLE), , , , , , ,4300.88628223837,48.35838529257613
Keystone Jetty Preserve,48.162703,-122.630656,2305.419,3758.0,6/1/071/0,L,25.0,66.0,10.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,20:05:25,T31N_R01E SE,18423,SP,SP,X,SP,4.0,A,M,X,A,6.0,ADMIRALTY BAY,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,20.0,A1 B1 C1, ,P, , , , , , , , , , , , , , , , , , , , , ,GRA-P,DUNE GRASS (GRA),189.0,21.7,15.2,3.9,183.0,26.6,8.2,1.3,BEACH BERM (LOGS OVERLYING PEBBLE), , , ,BEACH FACE (PEBBLE), , , , , , ,2305.498581564789,49.240749879475416
Keystone Preserve,48.157389,-122.615111,1078.044,3762.0,6/1/075/0,L,25.0,66.0,10.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,20:06:49,T31N_R02E SW,18423,SP,SP,SP,SP,4.0,A,M,X,S,6.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,80.0,862.44,20.0,A1 B1 C1, , , , , , , , , , , , , , , , , , , , ,C, , ,ZOS-C,EELGRASS (ZOS),227.0,9.3,4.0,29.8,182.0,29.8,6.7,1.3,"BEACH BERM (SAND, PEBBLE)", , , ,"BEACH FACE (SAND, PEBBLE)", , , , , , ,1078.093016880301,29.51004788350803
Kopachuck State Park,47.31183,-122.688691,2026.898,1472.0,4/1/128/0,L,28.0,74.0,11.0,Harper,Harper,19980609.0,VPC,Dethier,Dethier,19980715.0,SVC,WA 1997-17-1,"1:12,000",WA 1997-09,1997.0,21:50:51,T21N_R01E NW,18445,P,P,SP,SP,3.0,B,M,N,S,9.0,KOPACHUCK STATE PARK,10.0,WB,10.0,202.69, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,90.0,1824.21,40.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , ,C, , , ,C, , , ,BAR-P ULV-P SBR-C DEN-C,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SAND DOLLARS (DEN)",302.0,3.7,4.9,4.5,212.0,7.2,4.7,2.9,HIGH INCLINED CLIFF (SAND); SEAWALL (WOOD), , , ,"BEACH FACE (SAND, PEBBLE)",BEACH WITH LOW TIDE TERRACE (SAND); BEACH WITH BAR (SAND), , , , , ,2026.892085304623,202.15732817868835
KVI Tower,47.420837,-122.429911,1394.214,2882.0,5/2/086/0,L,28.0,74.0,11.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-09,1997.0,21:08:59,T22N_R03E NE,18445,VP,P,X,P,4.0,A,M,S,A,8.0,POINT HEYER,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,100.0,1394.21,45.0,A1 A2 B1 B2 C1, , , , , , , , , ,C, , , , , , , , , , ,P, , ,ULV-C ZOS-P,"GREEN ALGAE (ULV), EELGRASS (ZOS)",119.0,0.1,0.1,0.1,209.0,0.1,0.1,2.4,"CLOSED LAGOON (SAND, FINES/MUD)",BEACH BERM (LOGS OVERLYING SAND), , ,BEACH FACE (SAND),BEACH WITH LOW TIDE TERRACE (SAND), , , , , ,1394.2139010498156,81.57658608048976
Langley Marina,48.040016,-122.402694,812.006,3913.0,6/2/051/0,L,30.0,74.0,11.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990625.0,V, ,"1:12,000",WA 1997-04,1997.0,20:58:42,T30N_R03E SE,18423,SP,P,X,P,4.0,A,M,X,S,8.0, ,100.0,WB,100.0,812.01, ,0.0,0.0, ,0.0,0.0,1.0,2.0,30.0,0.0,N,10.0,81.2,15.0,A1 A2 B1 C1, , , , , , , , , ,P, , , , , , , , , , ,C, , ,ULV-P ZOS-C,"GREEN ALGAE (ULV), EELGRASS (ZOS)",69.0,8.5,0.7,3.1,99.0,13.5,4.7,2.3,"SEAWALL, MARINA, WHARF (WOOD)","BEACH BERM (SAND); SEAWALL, MARINA, WHARF (WOOD)", , ,BEACH FACE (SAND); WHARF (WOOD), , , , ,WHARF (WOOD), ,812.0272949793884,164.51162937212578
Langley Tire Reef,48.03919,-122.402904,812.006,3913.0,6/2/051/0,L,30.0,74.0,11.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990625.0,V, ,"1:12,000",WA 1997-04,1997.0,20:58:42,T30N_R03E SE,18423,SP,P,X,P,4.0,A,M,X,S,8.0, ,100.0,WB,100.0,812.01, ,0.0,0.0, ,0.0,0.0,1.0,2.0,30.0,0.0,N,10.0,81.2,15.0,A1 A2 B1 C1, , , , , , , , , ,P, , , , , , , , , , ,C, , ,ULV-P ZOS-C,"GREEN ALGAE (ULV), EELGRASS (ZOS)",69.0,8.5,0.7,3.1,99.0,13.5,4.7,2.3,"SEAWALL, MARINA, WHARF (WOOD)","BEACH BERM (SAND); SEAWALL, MARINA, WHARF (WOOD)", , ,BEACH FACE (SAND); WHARF (WOOD), , , , ,WHARF (WOOD), ,812.0272949793884,116.0224399492599
Larry's Lair,48.526141,-122.972398,1617.473,5722.0,8/1/187/0,L,3.0,4.0,3.0,Reimer,Harper,19940927.0,VPCT,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1994-01,1994.0,12:04:58,T35N_R02W NE,18434,SP,P,X,P,3.0,X,S,X,S,5.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,N, , , , , ,C,C, ,P, , , , , ,P,P, , , , , , ,VER-N FUC-C BAR-C ULV-P SBR-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR)",73.0,4.0,3.3,0.3,49.0,13.7,2.9,1.3,INCLINED CLIFF OF MODERATE HEIGHT (LOGS OVERLYING BEDROCK), , , ,LOW INCLINED CLIFF (BEDROCK); RAMP PLATFORM (BEDROCK), , , , , , ,1617.490337253367,7.130353460894404
Les Davis Marine Park,47.2842,-122.48315,1889.865,2685.0,5/1/214/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,WA 1997-14-14,"1:12,000",WA 1997-08,1997.0,22:10:30,T21N_R03E SW,18445,SP,SP,SP,SP,3.0,A,M,X,S,4.0, ,100.0,RR,100.0,1889.87, ,0.0,0.0, ,0.0,0.0,0.0,2.0,0.0,0.0,N,0.0,0.0,7.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, , , , , , , , , , ,P, , ,FUC-P BAR-P ULV-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",39.0,17.7,5.7,6.8,39.0,17.7,6.3,2.4,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP),BEACH FACE (SAND), , , , ,WATERFRONT RESTAURANT,1889.86062276643,53.53471877087079
Les Davis Marine Park Pier,47.28328,-122.48148,1889.865,2685.0,5/1/214/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,SV,WA 1997-14-14,"1:12,000",WA 1997-08,1997.0,22:10:30,T21N_R03E SW,18445,SP,SP,SP,SP,3.0,A,M,X,S,4.0, ,100.0,RR,100.0,1889.87, ,0.0,0.0, ,0.0,0.0,0.0,2.0,0.0,0.0,N,0.0,0.0,7.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, , , , , , , , , , ,P, , ,FUC-P BAR-P ULV-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",39.0,17.7,5.7,6.8,39.0,17.7,6.3,2.4,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP),BEACH FACE (SAND), , , , ,WATERFRONT RESTAURANT,1889.86062276643,54.23057922155281
Les Davis Marine Park Pipeline,47.284239,-122.480046,665.224,2684.0,5/1/213/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:10:22,T21N_R03E SW,18445,SP,SP,SP,SP,3.0,A,M,X,S,4.0, ,100.0,RR,100.0,665.22, ,0.0,0.0, ,0.0,0.0,0.0,2.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1, , , , , , ,P,P, ,P, , , , , , , , , , ,P, , ,FUC-P BAR-P ULV-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",31.0,13.4,5.3,5.6,37.0,17.8,6.5,2.4,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP), , , , , ,WATERFRONT RESTAURANT,665.2221194994459,194.52216843626078
Lime Kiln,48.515401,-123.152515,1781.456,5563.0,8/1/028/0,L,4.0,3.0,3.0,Harper,Harper,19940906.0,VPCT,Morris,Dethier,20000523.0,SV,WA 1994-1-13,"1:12,000",WA 1994-01,1994.0,11:31:07,T35N_R04W SE,18433,SE,SE,SP,SP,2.0,X,S,X,S,4.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,M, , , , , ,P,C, ,P, , ,P,P, , , ,P, , , ,C, ,VER-M FUC-P BAR-C ULV-P MUS-P RED-P CHB-P NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (CHB, NER)",213.0,11.6,11.6,48.8,219.0,54.2,23.0,1.3,RAMP PLATFORM (BEDROCK), , , ,RAMP PLATFORM (BEDROCK), , , , , , ,1781.485882742036,31.96125709379407
Lincoln Park,47.536153,-122.397348,521.164,2585.0,5/1/112/0,L,25.0,66.0,10.0,Harper,Harper,19990222.0,V,Dethier,Dethier,19990302.0,V, ,"1:12,000",WA 1997-08,1997.0,21:34:07,T24N_R03E SE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0, ,100.0,RR,100.0,521.16, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,21.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , , ,P, , , , , , ,BAR-P ULV-P SAR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), SARGASSUM (SAR)",253.0,8.2,9.1,0.6,337.0,25.3,6.8,2.4,"SEAWALL (CONCRETE, RIPRAP)", , , ,"BEACH FACE (LOGS OVERLYING SAND, PEBBLE)","BEACH FACE (PEBBLE, SAND, COBBLE)", , , , , ,521.1629613384576,104.87786758046356
Lobster Shop Wall,47.288135,-122.489,5234.461,2686.0,5/1/215/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:10:49,T21N_R02E SE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0, ,100.0,RR,60.0,3140.68,LF,40.0,2093.78, ,0.0,0.0,0.0,4.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, , , , , ,P, , , , ,P, , ,FUC-P BAR-P ULV-P SBR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), EELGRASS (ZOS)",46.0,0.0,0.0,0.0,0.0,17.7,6.3,2.4,"SEAWALL (RIPRAP, FILL, CONCRETE)", , , ,"SEAWALL (RIPRAP, FILL, CONCRETE); BEACH FACE (VENEER OF PEBBLE, COBBLE, BOULDER OVERLYING SAND)","BEACH FACE (VENEER OF PEBBLE, COBBLE, BOULDER OVERLYING SAND)", , , , ,PARALLELS ROADWAY,5234.454615867034,72.6274054893807
Lowell Point,48.11942,-122.48704,1862.73,4456.0,6/3/263/0,L,25.0,66.0,10.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990720.0,S,WA 1997-10-21,"1:12,000",WA 1997-06,1997.0,20:50:44,T31N_R02E SE,18423,SP,P,X,P,5.0,B,M,X,E,7.0,LOWELL POINT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,10.0,186.27,23.0,A1 A2 B1 B2 C1, , , , , , , ,C, ,C, , , , , ,C,C, , , ,P, , ,BAR-C ULV-C SBR-C SAR-C ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",141.0,12.5,2.9,2.3,135.0,25.1,5.5,2.3,"HIGH, STEEP CLIFF (TILL)","BEACH BERM (SAND, PEBBLE)", , ,"BEACH FACE (SAND, PEBBLE)","BEACH FACE (SAND, PEBBLE, COBBLE)", , , , , ,1862.748264889818,184.06616260185817
Magnolia,47.6302891,-122.3977342,848.857,2550.0,5/1/076/0,L,24.0,66.0,10.0,Harper,Harper,19990222.0,V,Dethier,Dethier,19990302.0,X, ,"1:12,000",WA 1997-08,1997.0,21:21:47,T25N_R03E SE,18445,SP,SP,SP,SP,4.0,B,M,SE,S,6.0, ,70.0,RR,70.0,594.2, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,36.0,A1 B1 B2 B3 C1, , , , , , ,P,C, ,C, , , , , , ,P, , , , ,C, ,FUC-P BAR-C ULV-C SAR-P NER-C,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (NER), SARGASSUM (SAR)",199.0,14.6,8.4,0.5,205.0,23.4,6.4,2.4,"SEAWALL (RIPRAP); BEACH BERM (LOGS OVERLYING PEBBLE, SAND)", , , ,"SEAWALL (RIPRAP); BEACH BERM (LOGS OVERLYING PEBBLE, SAND)","BEACH FACE (LOGS OVERLYING SAND, PEBBLE)","BEACH WITH LOW TIDE TERRACE (PEBBLE, SAND)", , , , ,848.8602051933772,174.46402390986464
Marina Beach,47.804261,-122.396132,1308.836,2507.0,5/1/033/0,L,27.0,74.0,11.0,Harper,Harper,19990222.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-08,1997.0,21:06:36,T27N_R03E SE,18445,SP,SP,SP,SP,3.0,A,A,N,A,9.0,EDWARD POINT,10.0,RR,10.0,130.88, ,0.0,0.0, ,0.0,0.0,0.0,1.0,0.0,1.0,N,0.0,0.0,63.0,A1 B1 B2 B3 C1, , , , , , , , , ,P, , , , , , , , , , ,P, , ,ULV-P ZOS-P,"GREEN ALGAE (ULV), EELGRASS (ZOS)",259.0,8.3,10.7,14.3,325.0,39.5,13.8,2.4,"BEACH BERM (SAND, PEBBLE)", , , ,"BEACH BERM (SAND, PEBBLE)",BEACH FACE (SAND),BEACH WITH LOW TIDE TERRACE (SAND); BEACH WITH BAR (SAND), , , , ,1308.8210307765223,116.82998039919775
Maury Island Barges,47.362792,-122.439769,3281.704,2857.0,5/2/061/0,L,24.0,74.0,11.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-09,1997.0,21:01:09,T22N_R03E NW,18445,SP,P,SP,SP,3.0,B,M,X,E,9.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,1.0,0.0,0.0,N,50.0,1640.85,25.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , , , , , , ,P, , ,BAR-P ULV-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",135.0,6.1,6.6,8.4,189.0,10.2,5.7,2.4,INCLINED CLIFF OF MODERATE HEIGHT (TILL); BEACH BERM (SAND), , , ,BEACH WITH LOW TIDE TERRACE (SAND),BEACH FACE (VENEER OF PEBBLE OVERLYING SAND), , , , , ,3281.6970876223945,91.66940226875309
McCracken Point,48.622574,-123.181997,256.182,5992.0,8/1/457/0,L,19.0,3.0,3.0,Harper,Harper,20000322.0,VP,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1999-11,1999.0,20:52:33,T36N_R04W NE,18423,SP,SP,SP,SP,3.0,A,S,X,S,4.0,HENRY IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,25.0,A1 B1 B2 C1, , , , , , ,C,C, ,P, , , , , ,P,P, , , , ,P, ,FUC-C BAR-C ULV-P SBR-P SAR-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR)",312.0,18.0,4.1,8.3,324.0,31.1,10.1,1.3,RAMP PLATFORM (BEDROCK), , , ,"RAMP PLATFORM (VENEER OF SAND, PEBBLE OVERLYING BEDROCK)",HORIZONTAL REEF (BEDROCK), , , , , ,256.18542444993045,165.5945606770204
McCurdy Point,48.138791,-122.844791,16535.945,524.0,2/2/006/0,L,24.0,22.0,5.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,"WA 1995-23-2,3,4,5,6","1:12,000",WA 1995-06,1995.0,19:12:15,T31N_R01W SW,18471,SE,SE,SE,SE,3.0,B,A,NE,E,9.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,5.0,826.8,60.0,A1 B1 B2 B3 C1, , , , , , , ,P, ,P, , , ,P, , , ,P,P, , ,P, ,BAR-P ULV-P RED-P CHB-P SUR-P NER-P,"BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (CHB, NER), SURFGRASS (SUR)",314.0,45.6,33.3,6.2,332.0,73.0,31.4,1.3,"HIGH, STEEP CLIFF (SAND, GRAVEL)", , , ,"BEACH BERM (LOGS OVERLYING SAND, GRAVEL)","BEACH FACE (SAND, PEBBLE)","BEACH WITH LOW TIDE TERRACE (VENEER OF COBBLE, BOULDER OVERLYING SAND, PEBBLE, COBBLE, BOULDER); BEACH WITH LOW TIDE TERRACE (PEBBLE, SAND)", , , , ,16536.07425160179,573.6707729795322
